baumgha01,1920,Harry E.,R,7,1
bautaed01,1960,Eduardo (Galvez),R,89,6
bautide01,2004,Denny M. (German),R,180,10
bautijo01,1988,Jose Joaquin (Arias),R,328,10
baylijo01,2005,Jonah James,R,54,3
bazaryo01,2005,Yorman Osorio,R,37,4
beachbr01,2010,Brandon Alan,R,184,2
beallwa01,1924,Walter Esau,R,85,5
beamer01,1895,Ernest Joseph,R,3,1
beamoch01,1956,Charles Alfonzo (Sr.),R,45,3
beamtj01,2006,Theodore Lester,R,36,2
beanbe01,1930,Beveric Benton,R,89,6
beanco01,2005,Randall Colter,R,5,3
beardda01,1980,Charles David,R,185,7
beardra01,1954,Ralph William,R,17,1
bearega01,1976,Gary Ray,R,64,2
bearnla01,1963,Lawrence Donald,R,124,5
beaslch01,1991,Christopher Charles,R,14,1
beatope01,2011,Pedro,R,39,1
beattji01,1978,James Louis,R,660,9
beavabl01,2011,Blake William,R,42,1
beazljo01,1941,John Andrew,R,147,6
bechlst01,2002,Steven Scott,R,3,1
beckbo01,1924,Walter William,R,352,13
beckch01,2011,Chad L.,R,3,1
beckejo02,2001,,R,1621,11
beckfr01,1884,Frank J.,R,18,2
beckge01,1914,Ernest George Bernard,R,0,1
beckmbi01,1939,William Aloysius,R,108,5
beckmji01,1927,James Joseph,R,4,2
beckri01,1965,Richard Henry,R,10,1
beckro01,1991,Rodney Roy,R,644,14
beckwjo01,1979,Thomas Joseph,R,319,7
bedgoph01,1922,Phillip Burlette,R,12,2
bediehu01,1912,Hugh Carpenter,R,420,4
bednaan01,1930,Andrew Jackson,R,3,2
bedrost01,1981,Stephen Wayne,R,921,15
beebefr01,1906,Frederick Leonard,R,634,8
beechro01,1907,Leroy,R,5,2
beenean01,1983,Ramon Andrew,R,11,2
beenefr01,1968,Freddy Ray,R,156,8
beerscl01,1948,Clarence Scott,R,0,1
beggsjo01,1938,Joseph Stanley,R,178,10
behanpe01,1921,Charles Frederick,R,43,3
behenri01,1983,Richard Kipp,R,36,4
behrmha01,1946,Henry Bernard,R,189,6
beirnke01,2000,,R,63,3
belchti01,1987,Timothy Wayne,R,1519,15
belinst01,1989,Stanley Peter,R,622,14
belisma01,2003,Matthew Thomas,R,401,8
belisro01,2009,Ronald J.,R,102,2
bellbi01,1952,William Samuel,R,4,2
