creekdo01,1995,Paul Douglas,L,292,10,279
cremibo01,1927,Robert Anthony,L,0,1,4
cristbi01,1901,William Arthur,L,12,1,6
croucbi01,1910,William Henry,L,2,1,1
croucza01,1988,Zachary Quinn,L,0,1,3
croweji01,1997,James Everette,L,6,3,10
crumpro01,1920,Roy Maxton,L,3,2,5
cuccuco01,1943,Arthur Joseph,L,51,3,62
cuellmi01,1959,Miguel Angel (Santana),L,1632,15,453
culloni01,1913,Norman Andrew,L,400,7,174
cumbejo01,1968,John Sheldon,L,137,8,110
cummijo01,1993,John Russell,L,114,7,110
currasa01,1902,Simon Francis,L,3,1,1
currela01,1975,Delancey Lafayette,L,7,1,8
curtija01,1961,Jack Patrick,L,108,4,69
curtijo01,1970,John Duffield,L,825,16,438
cushmed01,1883,Edgar Leander,L,607,7,147
cvengmi01,1922,Michael John,L,201,6,144
cyrer01,2002,Eric,L,4,1,5
daalom01,1993,Omar Jesus (Cordero),L,806,13,392
dahlja01,1963,Jay Steven,L,0,1,1
daleybi01,1889,William,L,218,3,62
daleybu01,1955,Leavitt Leo,L,549,11,248
daltomi01,1991,Michael Edward,L,4,1,4
dammabi01,1897,William Henry,L,74,3,60
danfoda01,1911,David Charles,L,484,10,286
daniepe01,1890,Peter J.,L,21,2,14
danksjo01,2007,John William,L,714,5,150
darenvi01,1998,,L,229,10,309
darroge01,1934,George Oliver,L,14,1,17
dascedo01,1990,Douglas Craig,L,2,2,4
dashnle01,1913,Lee Claire,L,2,1,1
davalvi01,1969,Victor Jose (Romero),L,0,1,2
davenlu01,1921,Joubert Lum,L,20,4,25
daveymi01,1977,Michael Gerard,L,7,2,19
davidda01,2007,David Lawrence,L,3,2,3
davidda02,2009,Daniel Gerome,L,0,1,4
davidte01,1965,Thomas Eugene,L,124,5,114
daviech01,1914,Lloyd Garrison,L,38,4,45
davisdo02,1999,Douglas,L,1279,15,306
davisji01,1954,James Bennett,L,197,5,154
davisla01,2001,,L,53,1,20
davisma01,1980,Mark William,L,1007,18,624
davismi01,1969,Michael Lynn,L,23,2,32
davisst03,1985,Steven Kennon,L,39,3,25
davisti01,1994,Timothy Howard,L,91,4,89
dayleke01,1982,Kenneth Grant,L,406,12,385
deagoro01,2003,Roger I. Villarreal,L,10,1,2
deanch01,1937,Alfred Lovill,L,195,8,162
debarde01,1977,Dennis Lee,L,10,1,14
deharri01,1997,Richard Allen,L,45,4,56
deinipe01,1902,Otto Charles,L,2,1,2
delarjo01,2004,Jorge Alberto (Gonzalez),L,682,9,188
delosra01,1974,Ramon (Genero),L,7,1,12
delosva01,1998,,L,207,10,235
demilha01,1892,Harry,L,15,1,4
derriji01,1956,Charles James,L,17,2,21
deshaji01,1984,James Joseph,L,951,13,257
detwiro01,2007,Ross E.,L,102,4,39
devinji01,1883,Frank Robert,L,3,1,2
devliji02,1886,James H.,L,90,4,23
dewalch01,1890,Charles H.,L,6,1,2
diamosc01,2011,Scott Michael,L,19,1,7
diazca01,1982,Carlos Antonio,L,207,6,179
